name,area,carrier,type,parameter,year,value
PL opolskie light vehicle mobility final use flow 2025,PL opolskie,light vehicle mobility final use,inflow,flow,2025,1.19
PL opolskie light vehicle mobility final use flow 2030,PL opolskie,light vehicle mobility final use,inflow,flow,2030,1.3
PL opolskie light vehicle mobility final use flow 2035,PL opolskie,light vehicle mobility final use,inflow,flow,2035,1.32
PL opolskie light vehicle mobility final use flow 2040,PL opolskie,light vehicle mobility final use,inflow,flow,2040,1.27
PL opolskie light vehicle mobility final use flow 2045,PL opolskie,light vehicle mobility final use,inflow,flow,2045,1.2
PL opolskie light vehicle mobility final use flow 2050,PL opolskie,light vehicle mobility final use,inflow,flow,2050,1.11
PL opolskie space heating final use flow 2020,PL opolskie,space heating final use,inflow,flow,2020,3.6
PL opolskie space heating final use flow 2025,PL opolskie,space heating final use,inflow,flow,2025,3.26
PL opolskie space heating final use flow 2030,PL opolskie,space heating final use,inflow,flow,2030,2.97
PL opolskie space heating final use flow 2035,PL opolskie,space heating final use,inflow,flow,2035,2.73
PL opolskie space heating final use flow 2040,PL opolskie,space heating final use,inflow,flow,2040,2.54
PL opolskie space heating final use flow 2045,PL opolskie,space heating final use,inflow,flow,2045,2.39
PL opolskie space heating final use flow 2050,PL opolskie,space heating final use,inflow,flow,2050,2.28
PL opolskie water heating final use flow 2020,PL opolskie,water heating final use,inflow,flow,2020,1.21
PL opolskie water heating final use flow 2025,PL opolskie,water heating final use,inflow,flow,2025,1.21
PL opolskie water heating final use flow 2030,PL opolskie,water heating final use,inflow,flow,2030,1.21
PL opolskie water heating final use flow 2035,PL opolskie,water heating final use,inflow,flow,2035,1.21
PL opolskie water heating final use flow 2040,PL opolskie,water heating final use,inflow,flow,2040,1.21
PL opolskie water heating final use flow 2045,PL opolskie,water heating final use,inflow,flow,2045,1.21
PL opolskie water heating final use flow 2050,PL opolskie,water heating final use,inflow,flow,2050,1.21
PL podkarpackie electricity HMV final use flow 2020,PL podkarpackie,electricity HMV final use,inflow,flow,2020,3.91
PL podkarpackie electricity HMV final use flow 2025,PL podkarpackie,electricity HMV final use,inflow,flow,2025,3.54
PL podkarpackie electricity HMV final use flow 2030,PL podkarpackie,electricity HMV final use,inflow,flow,2030,4.04
PL podkarpackie electricity HMV final use flow 2035,PL podkarpackie,electricity HMV final use,inflow,flow,2035,4.73
PL podkarpackie electricity HMV final use flow 2040,PL podkarpackie,electricity HMV final use,inflow,flow,2040,5.56
PL podkarpackie electricity HMV final use flow 2045,PL podkarpackie,electricity HMV final use,inflow,flow,2045,6.38
PL podkarpackie electricity HMV final use flow 2050,PL podkarpackie,electricity HMV final use,inflow,flow,2050,7.07
PL podkarpackie electricity LV final use flow 2020,PL podkarpackie,electricity LV final use,inflow,flow,2020,2.19
PL podkarpackie electricity LV final use flow 2025,PL podkarpackie,electricity LV final use,inflow,flow,2025,2.29
PL podkarpackie electricity LV final use flow 2030,PL podkarpackie,electricity LV final use,inflow,flow,2030,2.43
PL podkarpackie electricity LV final use flow 2035,PL podkarpackie,electricity LV final use,inflow,flow,2035,2.61
PL podkarpackie electricity LV final use flow 2040,PL podkarpackie,electricity LV final use,inflow,flow,2040,2.76
PL podkarpackie electricity LV final use flow 2045,PL podkarpackie,electricity LV final use,inflow,flow,2045,2.87
PL podkarpackie electricity LV final use flow 2050,PL podkarpackie,electricity LV final use,inflow,flow,2050,2.88
PL podkarpackie light vehicle mobility final use flow 2020,PL podkarpackie,light vehicle mobility final use,inflow,flow,2020,2.13
PL podkarpackie light vehicle mobility final use flow 2025,PL podkarpackie,light vehicle mobility final use,inflow,flow,2025,2.41
PL podkarpackie light vehicle mobility final use flow 2030,PL podkarpackie,light vehicle mobility final use,inflow,flow,2030,2.63
PL podkarpackie light vehicle mobility final use flow 2035,PL podkarpackie,light vehicle mobility final use,inflow,flow,2035,2.67
PL podkarpackie light vehicle mobility final use flow 2040,PL podkarpackie,light vehicle mobility final use,inflow,flow,2040,2.58
PL podkarpackie light vehicle mobility final use flow 2045,PL podkarpackie,light vehicle mobility final use,inflow,flow,2045,2.44
PL podkarpackie light vehicle mobility final use flow 2050,PL podkarpackie,light vehicle mobility final use,inflow,flow,2050,2.25
PL podkarpackie space heating final use flow 2020,PL podkarpackie,space heating final use,inflow,flow,2020,8.85
PL podkarpackie space heating final use flow 2025,PL podkarpackie,space heating final use,inflow,flow,2025,8.0
PL podkarpackie space heating final use flow 2030,PL podkarpackie,space heating final use,inflow,flow,2030,7.29
PL podkarpackie space heating final use flow 2035,PL podkarpackie,space heating final use,inflow,flow,2035,6.7
PL podkarpackie space heating final use flow 2040,PL podkarpackie,space heating final use,inflow,flow,2040,6.23
PL podkarpackie space heating final use flow 2045,PL podkarpackie,space heating final use,inflow,flow,2045,5.86
PL podkarpackie space heating final use flow 2050,PL podkarpackie,space heating final use,inflow,flow,2050,5.59
PL podkarpackie water heating final use flow 2020,PL podkarpackie,water heating final use,inflow,flow,2020,2.68
PL podkarpackie water heating final use flow 2025,PL podkarpackie,water heating final use,inflow,flow,2025,2.68
PL podkarpackie water heating final use flow 2030,PL podkarpackie,water heating final use,inflow,flow,2030,2.68
PL podkarpackie water heating final use flow 2035,PL podkarpackie,water heating final use,inflow,flow,2035,2.68
PL podkarpackie water heating final use flow 2040,PL podkarpackie,water heating final use,inflow,flow,2040,2.68
PL podkarpackie water heating final use flow 2045,PL podkarpackie,water heating final use,inflow,flow,2045,2.68
PL podkarpackie water heating final use flow 2050,PL podkarpackie,water heating final use,inflow,flow,2050,2.68
PL podlaskie electricity HMV final use flow 2020,PL podlaskie,electricity HMV final use,inflow,flow,2020,1.61
PL podlaskie electricity HMV final use flow 2025,PL podlaskie,electricity HMV final use,inflow,flow,2025,1.45
PL podlaskie electricity HMV final use flow 2030,PL podlaskie,electricity HMV final use,inflow,flow,2030,1.66
PL podlaskie electricity HMV final use flow 2035,PL podlaskie,electricity HMV final use,inflow,flow,2035,1.94
PL podlaskie electricity HMV final use flow 2040,PL podlaskie,electricity HMV final use,inflow,flow,2040,2.28
PL podlaskie electricity HMV final use flow 2045,PL podlaskie,electricity HMV final use,inflow,flow,2045,2.62
PL podlaskie electricity HMV final use flow 2050,PL podlaskie,electricity HMV final use,inflow,flow,2050,2.91
PL podlaskie electricity LV final use flow 2020,PL podlaskie,electricity LV final use,inflow,flow,2020,1.65
PL podlaskie electricity LV final use flow 2025,PL podlaskie,electricity LV final use,inflow,flow,2025,1.72
PL podlaskie electricity LV final use flow 2030,PL podlaskie,electricity LV final use,inflow,flow,2030,1.83
PL podlaskie electricity LV final use flow 2035,PL podlaskie,electricity LV final use,inflow,flow,2035,1.97
PL podlaskie electricity LV final use flow 2040,PL podlaskie,electricity LV final use,inflow,flow,2040,2.08
PL podlaskie electricity LV final use flow 2045,PL podlaskie,electricity LV final use,inflow,flow,2045,2.16
PL podlaskie electricity LV final use flow 2050,PL podlaskie,electricity LV final use,inflow,flow,2050,2.17
PL podlaskie light vehicle mobility final use flow 2020,PL podlaskie,light vehicle mobility final use,inflow,flow,2020,1.14
PL podlaskie light vehicle mobility final use flow 2025,PL podlaskie,light vehicle mobility final use,inflow,flow,2025,1.28
PL podlaskie light vehicle mobility final use flow 2030,PL podlaskie,light vehicle mobility final use,inflow,flow,2030,1.4
PL podlaskie light vehicle mobility final use flow 2035,PL podlaskie,light vehicle mobility final use,inflow,flow,2035,1.42
PL podlaskie light vehicle mobility final use flow 2040,PL podlaskie,light vehicle mobility final use,inflow,flow,2040,1.37
PL podlaskie light vehicle mobility final use flow 2045,PL podlaskie,light vehicle mobility final use,inflow,flow,2045,1.3
PL podlaskie light vehicle mobility final use flow 2050,PL podlaskie,light vehicle mobility final use,inflow,flow,2050,1.2
PL podlaskie space heating final use flow 2020,PL podlaskie,space heating final use,inflow,flow,2020,5.51
PL podlaskie space heating final use flow 2025,PL podlaskie,space heating final use,inflow,flow,2025,4.98
PL podlaskie space heating final use flow 2030,PL podlaskie,space heating final use,inflow,flow,2030,4.54
PL podlaskie space heating final use flow 2035,PL podlaskie,space heating final use,inflow,flow,2035,4.17
PL podlaskie space heating final use flow 2040,PL podlaskie,space heating final use,inflow,flow,2040,3.88
PL podlaskie space heating final use flow 2045,PL podlaskie,space heating final use,inflow,flow,2045,3.65
PL podlaskie space heating final use flow 2050,PL podlaskie,space heating final use,inflow,flow,2050,3.48
PL podlaskie water heating final use flow 2020,PL podlaskie,water heating final use,inflow,flow,2020,1.48
PL podlaskie water heating final use flow 2025,PL podlaskie,water heating final use,inflow,flow,2025,1.48
PL podlaskie water heating final use flow 2030,PL podlaskie,water heating final use,inflow,flow,2030,1.48
PL podlaskie water heating final use flow 2035,PL podlaskie,water heating final use,inflow,flow,2035,1.48
PL podlaskie water heating final use flow 2040,PL podlaskie,water heating final use,inflow,flow,2040,1.48
PL podlaskie water heating final use flow 2045,PL podlaskie,water heating final use,inflow,flow,2045,1.48
PL podlaskie water heating final use flow 2050,PL podlaskie,water heating final use,inflow,flow,2050,1.48
PL pomorskie electricity HMV final use flow 2020,PL pomorskie,electricity HMV final use,inflow,flow,2020,4.68
PL pomorskie electricity HMV final use flow 2025,PL pomorskie,electricity HMV final use,inflow,flow,2025,4.24
PL pomorskie electricity HMV final use flow 2030,PL pomorskie,electricity HMV final use,inflow,flow,2030,4.84
PL pomorskie electricity HMV final use flow 2035,PL pomorskie,electricity HMV final use,inflow,flow,2035,5.67
PL pomorskie electricity HMV final use flow 2040,PL pomorskie,electricity HMV final use,inflow,flow,2040,6.66
PL pomorskie electricity HMV final use flow 2045,PL pomorskie,electricity HMV final use,inflow,flow,2045,7.65
PL pomorskie electricity HMV final use flow 2050,PL pomorskie,electricity HMV final use,inflow,flow,2050,8.48
PL pomorskie electricity LV final use flow 2020,PL pomorskie,electricity LV final use,inflow,flow,2020,3.65
PL pomorskie electricity LV final use flow 2025,PL pomorskie,electricity LV final use,inflow,flow,2025,3.82
PL pomorskie electricity LV final use flow 2030,PL pomorskie,electricity LV final use,inflow,flow,2030,4.05
PL pomorskie electricity LV final use flow 2035,PL pomorskie,electricity LV final use,inflow,flow,2035,4.36
PL pomorskie electricity LV final use flow 2040,PL pomorskie,electricity LV final use,inflow,flow,2040,4.61
PL pomorskie electricity LV final use flow 2045,PL pomorskie,electricity LV final use,inflow,flow,2045,4.78
PL pomorskie electricity LV final use flow 2050,PL pomorskie,electricity LV final use,inflow,flow,2050,4.8
PL pomorskie light vehicle mobility final use flow 2020,PL pomorskie,light vehicle mobility final use,inflow,flow,2020,2.49
PL pomorskie light vehicle mobility final use flow 2025,PL pomorskie,light vehicle mobility final use,inflow,flow,2025,2.8
PL pomorskie light vehicle mobility final use flow 2030,PL pomorskie,light vehicle mobility final use,inflow,flow,2030,3.05
PL pomorskie light vehicle mobility final use flow 2035,PL pomorskie,light vehicle mobility final use,inflow,flow,2035,3.1
PL pomorskie light vehicle mobility final use flow 2040,PL pomorskie,light vehicle mobility final use,inflow,flow,2040,2.99
PL pomorskie light vehicle mobility final use flow 2045,PL pomorskie,light vehicle mobility final use,inflow,flow,2045,2.83
PL pomorskie light vehicle mobility final use flow 2050,PL pomorskie,light vehicle mobility final use,inflow,flow,2050,2.61
PL pomorskie space heating final use flow 2020,PL pomorskie,space heating final use,inflow,flow,2020,9.58
PL pomorskie space heating final use flow 2025,PL pomorskie,space heating final use,inflow,flow,2025,8.66
PL pomorskie space heating final use flow 2030,PL pomorskie,space heating final use,inflow,flow,2030,7.89
PL pomorskie space heating final use flow 2035,PL pomorskie,space heating final use,inflow,flow,2035,7.25
PL pomorskie space heating final use flow 2040,PL pomorskie,space heating final use,inflow,flow,2040,6.74
PL pomorskie space heating final use flow 2045,PL pomorskie,space heating final use,inflow,flow,2045,6.34
PL pomorskie space heating final use flow 2050,PL pomorskie,space heating final use,inflow,flow,2050,6.05
PL pomorskie water heating final use flow 2020,PL pomorskie,water heating final use,inflow,flow,2020,2.99
PL pomorskie water heating final use flow 2025,PL pomorskie,water heating final use,inflow,flow,2025,2.99
PL pomorskie water heating final use flow 2030,PL pomorskie,water heating final use,inflow,flow,2030,2.99
PL pomorskie water heating final use flow 2035,PL pomorskie,water heating final use,inflow,flow,2035,2.99
PL pomorskie water heating final use flow 2040,PL pomorskie,water heating final use,inflow,flow,2040,2.99
PL pomorskie water heating final use flow 2045,PL pomorskie,water heating final use,inflow,flow,2045,2.99
PL pomorskie water heating final use flow 2050,PL pomorskie,water heating final use,inflow,flow,2050,2.99
PL warmińsko-mazurskie electricity HMV final use flow 2020,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2020,2.16
PL warmińsko-mazurskie electricity HMV final use flow 2025,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2025,1.96
PL warmińsko-mazurskie electricity HMV final use flow 2030,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2030,2.23
PL warmińsko-mazurskie electricity HMV final use flow 2035,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2035,2.61
PL warmińsko-mazurskie electricity HMV final use flow 2040,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2040,3.07
PL warmińsko-mazurskie electricity HMV final use flow 2045,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2045,3.53
PL warmińsko-mazurskie electricity HMV final use flow 2050,PL warmińsko-mazurskie,electricity HMV final use,inflow,flow,2050,3.91
PL warmińsko-mazurskie electricity LV final use flow 2020,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2020,2.07
PL warmińsko-mazurskie electricity LV final use flow 2025,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2025,2.16
PL warmińsko-mazurskie electricity LV final use flow 2030,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2030,2.29
PL warmińsko-mazurskie electricity LV final use flow 2035,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2035,2.47
PL warmińsko-mazurskie electricity LV final use flow 2040,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2040,2.61
PL warmińsko-mazurskie electricity LV final use flow 2045,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2045,2.71
PL warmińsko-mazurskie electricity LV final use flow 2050,PL warmińsko-mazurskie,electricity LV final use,inflow,flow,2050,2.72
PL warmińsko-mazurskie light vehicle mobility final use flow 2020,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2020,1.39
PL warmińsko-mazurskie light vehicle mobility final use flow 2025,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2025,1.55
PL warmińsko-mazurskie light vehicle mobility final use flow 2030,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2030,1.69
PL warmińsko-mazurskie light vehicle mobility final use flow 2035,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2035,1.71
PL warmińsko-mazurskie light vehicle mobility final use flow 2040,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2040,1.65
PL warmińsko-mazurskie light vehicle mobility final use flow 2045,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2045,1.56
PL warmińsko-mazurskie light vehicle mobility final use flow 2050,PL warmińsko-mazurskie,light vehicle mobility final use,inflow,flow,2050,1.44
PL warmińsko-mazurskie space heating final use flow 2020,PL warmińsko-mazurskie,space heating final use,inflow,flow,2020,6.32
PL warmińsko-mazurskie space heating final use flow 2025,PL warmińsko-mazurskie,space heating final use,inflow,flow,2025,5.72
PL warmińsko-mazurskie space heating final use flow 2030,PL warmińsko-mazurskie,space heating final use,inflow,flow,2030,5.21
PL warmińsko-mazurskie space heating final use flow 2035,PL warmińsko-mazurskie,space heating final use,inflow,flow,2035,4.79
PL warmińsko-mazurskie space heating final use flow 2040,PL warmińsko-mazurskie,space heating final use,inflow,flow,2040,4.45
PL warmińsko-mazurskie space heating final use flow 2045,PL warmińsko-mazurskie,space heating final use,inflow,flow,2045,4.19
PL warmińsko-mazurskie space heating final use flow 2050,PL warmińsko-mazurskie,space heating final use,inflow,flow,2050,4.0
PL warmińsko-mazurskie water heating final use flow 2020,PL warmińsko-mazurskie,water heating final use,inflow,flow,2020,1.8
PL warmińsko-mazurskie water heating final use flow 2025,PL warmińsko-mazurskie,water heating final use,inflow,flow,2025,1.8
PL warmińsko-mazurskie water heating final use flow 2030,PL warmińsko-mazurskie,water heating final use,inflow,flow,2030,1.8
PL warmińsko-mazurskie water heating final use flow 2035,PL warmińsko-mazurskie,water heating final use,inflow,flow,2035,1.8
PL warmińsko-mazurskie water heating final use flow 2040,PL warmińsko-mazurskie,water heating final use,inflow,flow,2040,1.8
PL warmińsko-mazurskie water heating final use flow 2045,PL warmińsko-mazurskie,water heating final use,inflow,flow,2045,1.8
PL warmińsko-mazurskie water heating final use flow 2050,PL warmińsko-mazurskie,water heating final use,inflow,flow,2050,1.8
PL wielkopolskie electricity HMV final use flow 2020,PL wielkopolskie,electricity HMV final use,inflow,flow,2020,7.95
PL wielkopolskie electricity HMV final use flow 2025,PL wielkopolskie,electricity HMV final use,inflow,flow,2025,7.19
PL wielkopolskie electricity HMV final use flow 2030,PL wielkopolskie,electricity HMV final use,inflow,flow,2030,8.21
PL wielkopolskie electricity HMV final use flow 2035,PL wielkopolskie,electricity HMV final use,inflow,flow,2035,9.61
PL wielkopolskie electricity HMV final use flow 2040,PL wielkopolskie,electricity HMV final use,inflow,flow,2040,11.3
PL wielkopolskie electricity HMV final use flow 2045,PL wielkopolskie,electricity HMV final use,inflow,flow,2045,12.98
PL wielkopolskie electricity HMV final use flow 2050,PL wielkopolskie,electricity HMV final use,inflow,flow,2050,14.39
PL wielkopolskie electricity LV final use flow 2020,PL wielkopolskie,electricity LV final use,inflow,flow,2020,5.4
PL wielkopolskie electricity LV final use flow 2025,PL wielkopolskie,electricity LV final use,inflow,flow,2025,5.65
PL wielkopolskie electricity LV final use flow 2030,PL wielkopolskie,electricity LV final use,inflow,flow,2030,6.0
PL wielkopolskie electricity LV final use flow 2035,PL wielkopolskie,electricity LV final use,inflow,flow,2035,6.45
PL wielkopolskie electricity LV final use flow 2040,PL wielkopolskie,electricity LV final use,inflow,flow,2040,6.82
PL wielkopolskie electricity LV final use flow 2045,PL wielkopolskie,electricity LV final use,inflow,flow,2045,7.08
PL wielkopolskie electricity LV final use flow 2050,PL wielkopolskie,electricity LV final use,inflow,flow,2050,7.11
PL wielkopolskie light vehicle mobility final use flow 2020,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2020,4.21
PL wielkopolskie light vehicle mobility final use flow 2025,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2025,4.73
PL wielkopolskie light vehicle mobility final use flow 2030,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2030,5.15
PL wielkopolskie light vehicle mobility final use flow 2035,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2035,5.24
PL wielkopolskie light vehicle mobility final use flow 2040,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2040,5.05
PL wielkopolskie light vehicle mobility final use flow 2045,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2045,4.78
PL wielkopolskie light vehicle mobility final use flow 2050,PL wielkopolskie,light vehicle mobility final use,inflow,flow,2050,4.41
PL wielkopolskie space heating final use flow 2020,PL wielkopolskie,space heating final use,inflow,flow,2020,13.9
PL wielkopolskie space heating final use flow 2025,PL wielkopolskie,space heating final use,inflow,flow,2025,12.56
PL wielkopolskie space heating final use flow 2030,PL wielkopolskie,space heating final use,inflow,flow,2030,11.44
PL wielkopolskie space heating final use flow 2035,PL wielkopolskie,space heating final use,inflow,flow,2035,10.53
PL wielkopolskie space heating final use flow 2040,PL wielkopolskie,space heating final use,inflow,flow,2040,9.78
PL wielkopolskie space heating final use flow 2045,PL wielkopolskie,space heating final use,inflow,flow,2045,9.2
PL wielkopolskie space heating final use flow 2050,PL wielkopolskie,space heating final use,inflow,flow,2050,8.78
PL wielkopolskie water heating final use flow 2020,PL wielkopolskie,water heating final use,inflow,flow,2020,4.48
PL wielkopolskie water heating final use flow 2025,PL wielkopolskie,water heating final use,inflow,flow,2025,4.48
PL wielkopolskie water heating final use flow 2030,PL wielkopolskie,water heating final use,inflow,flow,2030,4.48
PL wielkopolskie water heating final use flow 2035,PL wielkopolskie,water heating final use,inflow,flow,2035,4.48
PL wielkopolskie water heating final use flow 2040,PL wielkopolskie,water heating final use,inflow,flow,2040,4.48
PL wielkopolskie water heating final use flow 2045,PL wielkopolskie,water heating final use,inflow,flow,2045,4.48
PL wielkopolskie water heating final use flow 2050,PL wielkopolskie,water heating final use,inflow,flow,2050,4.48
PL zachodniopomorskie electricity HMV final use flow 2020,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2020,2.88
PL zachodniopomorskie electricity HMV final use flow 2025,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2025,2.61
PL zachodniopomorskie electricity HMV final use flow 2030,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2030,2.98
PL zachodniopomorskie electricity HMV final use flow 2035,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2035,3.49
PL zachodniopomorskie electricity HMV final use flow 2040,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2040,4.1
PL zachodniopomorskie electricity HMV final use flow 2045,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2045,4.71
PL zachodniopomorskie electricity HMV final use flow 2050,PL zachodniopomorskie,electricity HMV final use,inflow,flow,2050,5.22
PL zachodniopomorskie electricity LV final use flow 2020,PL zachodniopomorskie,electricity LV final use,inflow,flow,2020,2.59
PL zachodniopomorskie electricity LV final use flow 2025,PL zachodniopomorskie,electricity LV final use,inflow,flow,2025,2.7
PL zachodniopomorskie electricity LV final use flow 2030,PL zachodniopomorskie,electricity LV final use,inflow,flow,2030,2.87
PL zachodniopomorskie electricity LV final use flow 2035,PL zachodniopomorskie,electricity LV final use,inflow,flow,2035,3.09
PL zachodniopomorskie electricity LV final use flow 2040,PL zachodniopomorskie,electricity LV final use,inflow,flow,2040,3.27
PL zachodniopomorskie electricity LV final use flow 2045,PL zachodniopomorskie,electricity LV final use,inflow,flow,2045,3.39
PL zachodniopomorskie electricity LV final use flow 2050,PL zachodniopomorskie,electricity LV final use,inflow,flow,2050,3.4
PL zachodniopomorskie light vehicle mobility final use flow 2020,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2020,1.75
PL zachodniopomorskie light vehicle mobility final use flow 2025,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2025,1.94
PL zachodniopomorskie light vehicle mobility final use flow 2030,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2030,2.12
PL zachodniopomorskie light vehicle mobility final use flow 2035,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2035,2.15
PL zachodniopomorskie light vehicle mobility final use flow 2040,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2040,2.08
PL zachodniopomorskie light vehicle mobility final use flow 2045,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2045,1.97
PL zachodniopomorskie light vehicle mobility final use flow 2050,PL zachodniopomorskie,light vehicle mobility final use,inflow,flow,2050,1.81
PL zachodniopomorskie space heating final use flow 2020,PL zachodniopomorskie,space heating final use,inflow,flow,2020,6.53
PL zachodniopomorskie space heating final use flow 2025,PL zachodniopomorskie,space heating final use,inflow,flow,2025,5.9
PL zachodniopomorskie space heating final use flow 2030,PL zachodniopomorskie,space heating final use,inflow,flow,2030,5.38
PL zachodniopomorskie space heating final use flow 2035,PL zachodniopomorskie,space heating final use,inflow,flow,2035,4.94
PL zachodniopomorskie space heating final use flow 2040,PL zachodniopomorskie,space heating final use,inflow,flow,2040,4.59
PL zachodniopomorskie space heating final use flow 2045,PL zachodniopomorskie,space heating final use,inflow,flow,2045,4.32
PL zachodniopomorskie space heating final use flow 2050,PL zachodniopomorskie,space heating final use,inflow,flow,2050,4.13
PL zachodniopomorskie water heating final use flow 2020,PL zachodniopomorskie,water heating final use,inflow,flow,2020,2.15
PL zachodniopomorskie water heating final use flow 2025,PL zachodniopomorskie,water heating final use,inflow,flow,2025,2.15
PL zachodniopomorskie water heating final use flow 2030,PL zachodniopomorskie,water heating final use,inflow,flow,2030,2.15
PL zachodniopomorskie water heating final use flow 2035,PL zachodniopomorskie,water heating final use,inflow,flow,2035,2.15
PL zachodniopomorskie water heating final use flow 2040,PL zachodniopomorskie,water heating final use,inflow,flow,2040,2.15
PL zachodniopomorskie water heating final use flow 2045,PL zachodniopomorskie,water heating final use,inflow,flow,2045,2.15
PL zachodniopomorskie water heating final use flow 2050,PL zachodniopomorskie,water heating final use,inflow,flow,2050,2.15
PL łódzkie electricity HMV final use flow 2020,PL łódzkie,electricity HMV final use,inflow,flow,2020,6.47
PL łódzkie electricity HMV final use flow 2025,PL łódzkie,electricity HMV final use,inflow,flow,2025,5.86
PL łódzkie electricity HMV final use flow 2030,PL łódzkie,electricity HMV final use,inflow,flow,2030,6.69
PL łódzkie electricity HMV final use flow 2035,PL łódzkie,electricity HMV final use,inflow,flow,2035,7.83
PL łódzkie electricity HMV final use flow 2040,PL łódzkie,electricity HMV final use,inflow,flow,2040,9.2
PL łódzkie electricity HMV final use flow 2045,PL łódzkie,electricity HMV final use,inflow,flow,2045,10.58
PL łódzkie electricity HMV final use flow 2050,PL łódzkie,electricity HMV final use,inflow,flow,2050,11.72
PL łódzkie electricity LV final use flow 2020,PL łódzkie,electricity LV final use,inflow,flow,2020,3.46
PL łódzkie electricity LV final use flow 2025,PL łódzkie,electricity LV final use,inflow,flow,2025,3.61
PL łódzkie electricity LV final use flow 2030,PL łódzkie,electricity LV final use,inflow,flow,2030,3.84
PL łódzkie electricity LV final use flow 2035,PL łódzkie,electricity LV final use,inflow,flow,2035,4.13
PL łódzkie electricity LV final use flow 2040,PL łódzkie,electricity LV final use,inflow,flow,2040,4.37
PL łódzkie electricity LV final use flow 2045,PL łódzkie,electricity LV final use,inflow,flow,2045,4.53
PL łódzkie electricity LV final use flow 2050,PL łódzkie,electricity LV final use,inflow,flow,2050,4.55
PL łódzkie light vehicle mobility final use flow 2020,PL łódzkie,light vehicle mobility final use,inflow,flow,2020,2.75
PL łódzkie light vehicle mobility final use flow 2025,PL łódzkie,light vehicle mobility final use,inflow,flow,2025,3.06
PL łódzkie light vehicle mobility final use flow 2030,PL łódzkie,light vehicle mobility final use,inflow,flow,2030,3.34
PL łódzkie light vehicle mobility final use flow 2035,PL łódzkie,light vehicle mobility final use,inflow,flow,2035,3.39
PL łódzkie light vehicle mobility final use flow 2040,PL łódzkie,light vehicle mobility final use,inflow,flow,2040,3.27
PL łódzkie light vehicle mobility final use flow 2045,PL łódzkie,light vehicle mobility final use,inflow,flow,2045,3.1
PL łódzkie light vehicle mobility final use flow 2050,PL łódzkie,light vehicle mobility final use,inflow,flow,2050,2.86
PL łódzkie space heating final use flow 2020,PL łódzkie,space heating final use,inflow,flow,2020,10.18
PL łódzkie space heating final use flow 2025,PL łódzkie,space heating final use,inflow,flow,2025,9.2
PL łódzkie space heating final use flow 2030,PL łódzkie,space heating final use,inflow,flow,2030,8.38
PL łódzkie space heating final use flow 2035,PL łódzkie,space heating final use,inflow,flow,2035,7.71
PL łódzkie space heating final use flow 2040,PL łódzkie,space heating final use,inflow,flow,2040,7.17
PL łódzkie space heating final use flow 2045,PL łódzkie,space heating final use,inflow,flow,2045,6.74
PL łódzkie space heating final use flow 2050,PL łódzkie,space heating final use,inflow,flow,2050,6.44
PL łódzkie water heating final use flow 2020,PL łódzkie,water heating final use,inflow,flow,2020,3.14
PL łódzkie water heating final use flow 2025,PL łódzkie,water heating final use,inflow,flow,2025,3.14
PL łódzkie water heating final use flow 2030,PL łódzkie,water heating final use,inflow,flow,2030,3.14
PL łódzkie water heating final use flow 2035,PL łódzkie,water heating final use,inflow,flow,2035,3.14
